dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,savaux_codec_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,savaux_codec_gain_vs_traditional_fft,savaux_gain_vs_current,savaux_codec_gain_vs_current,savaux_codec_gain_vs_savaux,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_codec_crc_valid,savaux_codec_success,savaux_codec_selected_source,savaux_codec_selection_variant,savaux_codec_base_crc_valid,savaux_codec_selected_beam_rank,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count,savaux_codec_accepted_crc_min_beam_rank,savaux_codec_accepted_crc_max_beam_rank,savaux_codec_accepted_crc_best_evidence_margin,savaux_codec_selected_evidence_margin,savaux_codec_selected_is_earliest_accepted_crc,savaux_codec_selected_source_is_argmax_fallback,savaux_codec_topk_recall,savaux_codec_mean_gt_rank,savaux_codec_symbol_change_count,savaux_codec_symbol_fix_count,savaux_codec_symbol_break_count,winner_by_symbol_ser
0_0_0_10_14_16,-22.0,8,5,8,33,35,0.7714285714285715,0.2,0.08571428571428572,0.0,0.0,0.6857142857142857,0.7714285714285715,0.7714285714285715,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,9,6,9,33,35,0.7428571428571429,0.11428571428571428,0.0,0.02857142857142857,0.0,0.7428571428571429,0.7142857142857143,0.7428571428571429,-0.02857142857142857,0.0,0.02857142857142857,0,0,1,0,1,1,beam,savaux_codec,1,0,2048,26,2,0,34,-2.3926305378735258,-2.3926305378735258,1,0,1.0,1.0285714285714285,1,1,0,current_selected
0_0_0_10_14_16,-22.0,10,7,10,33,35,0.7428571428571429,0.14285714285714285,0.05714285714285714,0.0,0.0,0.6857142857142857,0.7428571428571429,0.7428571428571429,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-22.0,11,8,11,33,35,0.6,0.08571428571428572,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-22.0,12,9,12,33,35,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0,1,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,multi_offset_argmax
0_0_0_10_14_16,-22.0,13,10,13,33,35,0.4857142857142857,0.0,0.0,0.0,0.0,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0,0.0,0,1,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,multi_offset_argmax
0_0_0_10_14_16,-23.0,1,0,1,33,35,0.8857142857142857,0.4857142857142857,0.34285714285714286,0.14285714285714285,0.14285714285714285,0.5428571428571428,0.7428571428571429,0.7428571428571429,0.2,0.2,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,1.9714285714285715,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,2,1,2,33,35,0.8571428571428571,0.5714285714285714,0.22857142857142856,0.11428571428571428,0.0,0.6285714285714286,0.7428571428571428,0.8571428571428571,0.11428571428571428,0.22857142857142856,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,25,2048,1,1,25,25,5.164773248785567,5.164773248785567,1,0,1.0,1.542857142857143,4,4,0,savaux_codec
0_0_0_10_14_16,-23.0,3,2,3,33,35,0.8857142857142857,0.45714285714285713,0.2,0.08571428571428572,0.0,0.6857142857142857,0.7999999999999999,0.8857142857142857,0.1142857142857143,0.2,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,11,2048,5,1,11,11,9.255389265538044,9.255389265538044,1,0,1.0,1.1428571428571428,3,3,0,savaux_codec
0_0_0_10_14_16,-23.0,5,3,5,33,35,0.8857142857142857,0.2571428571428571,0.14285714285714285,0.08571428571428572,0.0,0.7428571428571429,0.7999999999999999,0.8857142857142857,0.057142857142857134,0.14285714285714285,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,1,2048,5,2,1,45,7.715787518805338,7.308776128074214,1,0,1.0,1.5714285714285714,3,3,0,savaux_codec
0_0_0_10_14_16,-23.0,6,4,6,33,35,0.8571428571428571,0.34285714285714286,0.14285714285714285,0.02857142857142857,0.0,0.7142857142857142,0.8285714285714285,0.8571428571428571,0.11428571428571428,0.14285714285714285,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,3,2048,15,1,3,3,3.6205765081365824,3.6205765081365824,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,8,5,8,33,35,0.8571428571428571,0.45714285714285713,0.2,0.08571428571428572,0.08571428571428572,0.657142857142857,0.7714285714285714,0.7714285714285714,0.1142857142857143,0.1142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,1.2857142857142858,0,0,0,savaux_paper
0_0_0_10_14_16,-23.0,9,6,9,33,35,0.9142857142857143,0.4,0.14285714285714285,0.05714285714285714,0.0,0.7714285714285714,0.8571428571428571,0.9142857142857143,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,7,1,0,0,1.4363569085592447,1.4363569085592447,1,0,1.0,1.1142857142857143,2,2,0,savaux_codec
0_0_0_10_14_16,-23.0,10,7,10,33,35,0.8285714285714286,0.4,0.11428571428571428,0.02857142857142857,0.0,0.7142857142857143,0.8,0.8285714285714286,0.08571428571428572,0.11428571428571428,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,5,1,0,0,2.1708105102542428,2.1708105102542428,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,11,8,11,33,35,0.7428571428571429,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.7142857142857143,0.7142857142857143,0.7428571428571429,0.0,0.02857142857142857,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,4,1,0,0,2.396671609545356,2.396671609545356,1,0,1.0,1.0285714285714285,1,1,0,savaux_codec
0_0_0_10_14_16,-23.0,12,9,12,33,35,0.5714285714285714,0.05714285714285714,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-23.0,13,10,13,33,35,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-24.0,1,0,1,33,35,0.9142857142857143,0.6,0.4,0.3142857142857143,0.3142857142857143,0.5142857142857142,0.6,0.6,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,5.6571428571428575,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,2,1,2,33,35,0.8857142857142857,0.6857142857142857,0.42857142857142855,0.22857142857142856,0.22857142857142856,0.45714285714285713,0.6571428571428571,0.6571428571428571,0.19999999999999998,0.19999999999999998,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,4.171428571428572,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,3,2,3,33,35,0.9428571428571428,0.6,0.37142857142857144,0.11428571428571428,0.0,0.5714285714285714,0.8285714285714285,0.9428571428571428,0.2571428571428572,0.37142857142857144,0.11428571428571428,0,0,0,0,1,1,beam,savaux_codec,1,5,2048,4,1,5,5,13.343875810919204,13.343875810919204,1,0,1.0,2.142857142857143,4,4,0,savaux_codec
0_0_0_10_14_16,-24.0,5,3,5,33,35,0.9428571428571428,0.45714285714285713,0.2857142857142857,0.11428571428571428,0.11428571428571428,0.6571428571428571,0.8285714285714285,0.8285714285714285,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,3.3714285714285714,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,6,4,6,33,35,0.9142857142857143,0.45714285714285713,0.2857142857142857,0.05714285714285714,0.0,0.6285714285714286,0.8571428571428571,0.9142857142857143,0.22857142857142856,0.2857142857142857,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,8,2048,4,1,8,8,2.9623808710467436,2.9623808710467436,1,0,1.0,1.0571428571428572,2,2,0,savaux_codec
0_0_0_10_14_16,-24.0,8,5,8,33,35,0.8857142857142857,0.6571428571428571,0.42857142857142855,0.17142857142857143,0.17142857142857143,0.45714285714285713,0.7142857142857142,0.7142857142857142,0.2571428571428571,0.2571428571428571,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,2.942857142857143,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,9,6,9,33,35,0.9714285714285714,0.5714285714285714,0.22857142857142856,0.14285714285714285,0.14285714285714285,0.7428571428571429,0.8285714285714285,0.8285714285714285,0.08571428571428572,0.08571428571428572,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,1.5142857142857142,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,10,7,10,33,35,0.8857142857142857,0.5714285714285714,0.37142857142857144,0.08571428571428572,0.0,0.5142857142857142,0.7999999999999999,0.8857142857142857,0.2857142857142857,0.37142857142857144,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,2,2048,1,1,2,2,9.559497616853307,9.559497616853307,1,0,1.0,1.2571428571428571,3,3,0,savaux_codec
0_0_0_10_14_16,-24.0,11,8,11,33,35,0.8571428571428571,0.37142857142857144,0.11428571428571428,0.05714285714285714,0.0,0.7428571428571428,0.7999999999999999,0.8571428571428571,0.05714285714285714,0.11428571428571428,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,2,1,0,0,1.6587555763368433,1.6587555763368433,1,0,1.0,1.2571428571428571,2,2,0,savaux_codec
0_0_0_10_14_16,-24.0,12,9,12,33,35,0.7714285714285715,0.2857142857142857,0.08571428571428572,0.0,0.0,0.6857142857142857,0.7714285714285715,0.7714285714285715,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_16,-24.0,13,10,13,33,35,0.8285714285714286,0.34285714285714286,0.0,0.0,0.0,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_16,-25.0,1,0,1,33,35,0.9714285714285714,0.8,0.6,0.4,0.4,0.37142857142857144,0.5714285714285714,0.5714285714285714,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9142857142857143,16.02857142857143,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,2,1,2,33,35,0.8857142857142857,0.7428571428571429,0.5142857142857142,0.42857142857142855,0.42857142857142855,0.37142857142857144,0.45714285714285713,0.45714285714285713,0.08571428571428569,0.08571428571428569,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9428571428571428,13.0,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,3,2,3,33,35,0.9714285714285714,0.6571428571428571,0.5142857142857142,0.37142857142857144,0.37142857142857144,0.4571428571428572,0.6,0.6,0.1428571428571428,0.1428571428571428,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9714285714285714,5.514285714285714,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,5,3,5,33,35,0.9428571428571428,0.6,0.45714285714285713,0.3142857142857143,0.3142857142857143,0.4857142857142857,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9428571428571428,10.371428571428572,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,6,4,6,33,35,0.9142857142857143,0.6571428571428571,0.4857142857142857,0.22857142857142856,0.0,0.42857142857142855,0.6857142857142857,0.9142857142857143,0.2571428571428571,0.4857142857142857,0.22857142857142856,0,0,0,0,1,1,beam,savaux_codec,1,60,2048,1,1,60,60,12.757118297395472,12.757118297395472,1,0,1.0,2.257142857142857,8,8,0,savaux_codec
0_0_0_10_14_16,-25.0,8,5,8,33,35,0.9142857142857143,0.7428571428571429,0.6,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.6,0.6,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9142857142857143,9.257142857142858,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,9,6,9,33,35,1.0,0.8,0.5428571428571428,0.2571428571428571,0.2571428571428571,0.4571428571428572,0.7428571428571429,0.7428571428571429,0.2857142857142857,0.2857142857142857,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,2.9714285714285715,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,10,7,10,33,35,0.8857142857142857,0.7428571428571429,0.6285714285714286,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.6285714285714286,0.6285714285714286,0.37142857142857144,0.37142857142857144,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,2.8,0,0,0,savaux_paper
0_0_0_10_14_16,-25.0,11,8,11,33,35,0.8857142857142857,0.5142857142857142,0.2571428571428571,0.08571428571428572,0.0,0.6285714285714286,0.7999999999999999,0.8857142857142857,0.1714285714285714,0.2571428571428571,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,3,2048,2,1,3,3,3.825914996100133,3.825914996100133,1,0,1.0,1.7714285714285714,3,3,0,savaux_codec
0_0_0_10_14_16,-25.0,12,9,12,33,35,0.8285714285714286,0.37142857142857144,0.2,0.02857142857142857,0.0,0.6285714285714286,0.8,0.8285714285714286,0.17142857142857143,0.2,0.02857142857142857,0,0,0,0,1,1,beam,savaux_codec,1,2,2048,1,1,2,2,3.747679389013462,3.747679389013462,1,0,1.0,1.1428571428571428,1,1,0,savaux_codec
0_0_0_10_14_16,-25.0,13,10,13,33,35,0.8571428571428571,0.5142857142857142,0.2571428571428571,0.05714285714285714,0.0,0.6,0.7999999999999999,0.8571428571428571,0.19999999999999998,0.2571428571428571,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,2,1,0,0,2.590552731757318,2.590552731757318,1,0,1.0,1.0571428571428572,2,2,0,savaux_codec
0_0_0_10_14_16,-26.0,1,0,1,33,35,0.9714285714285714,0.8285714285714286,0.7142857142857143,0.45714285714285713,0.45714285714285713,0.2571428571428571,0.5142857142857142,0.5142857142857142,0.2571428571428572,0.2571428571428572,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.8285714285714286,34.51428571428571,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,2,1,2,33,35,0.9142857142857143,0.8285714285714286,0.7428571428571429,0.6571428571428571,0.6571428571428571,0.17142857142857137,0.2571428571428571,0.2571428571428571,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.8571428571428571,32.142857142857146,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,3,2,3,33,35,1.0,0.8,0.6285714285714286,0.5142857142857142,0.5142857142857142,0.37142857142857144,0.48571428571428577,0.48571428571428577,0.11428571428571432,0.11428571428571432,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9714285714285714,13.228571428571428,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,5,3,5,33,35,1.0,0.7428571428571429,0.5428571428571428,0.4857142857142857,0.4857142857142857,0.4571428571428572,0.5142857142857142,0.5142857142857142,0.057142857142857106,0.057142857142857106,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9428571428571428,24.314285714285713,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,6,4,6,33,35,0.9142857142857143,0.7428571428571429,0.6,0.4,0.4,0.3142857142857143,0.5142857142857142,0.5142857142857142,0.19999999999999996,0.19999999999999996,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9714285714285714,6.314285714285714,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,8,5,8,33,35,0.9428571428571428,0.8285714285714286,0.6285714285714286,0.5428571428571428,0.5428571428571428,0.3142857142857143,0.4,0.4,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9142857142857143,21.314285714285713,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,9,6,9,33,35,1.0,0.8571428571428571,0.6857142857142857,0.37142857142857144,0.37142857142857144,0.3142857142857143,0.6285714285714286,0.6285714285714286,0.3142857142857143,0.3142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9714285714285714,6.4,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,10,7,10,33,35,0.9142857142857143,0.8285714285714286,0.6571428571428571,0.4857142857142857,0.4857142857142857,0.2571428571428571,0.42857142857142855,0.42857142857142855,0.17142857142857143,0.17142857142857143,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.9714285714285714,7.0,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,11,8,11,33,35,0.9142857142857143,0.6571428571428571,0.42857142857142855,0.2,0.2,0.4857142857142857,0.7142857142857142,0.7142857142857142,0.22857142857142854,0.22857142857142854,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,3.4857142857142858,0,0,0,savaux_paper
0_0_0_10_14_16,-26.0,12,9,12,33,35,0.9428571428571428,0.6,0.37142857142857144,0.08571428571428572,0.0,0.5714285714285714,0.8571428571428571,0.9428571428571428,0.2857142857142857,0.37142857142857144,0.08571428571428572,0,0,0,0,1,1,beam,savaux_codec,1,42,2048,1,1,42,42,5.1210133331674506,5.1210133331674506,1,0,1.0,1.6571428571428573,3,3,0,savaux_codec
0_0_0_10_14_16,-26.0,13,10,13,33,35,0.8857142857142857,0.6571428571428571,0.5142857142857142,0.2,0.2,0.37142857142857144,0.6857142857142857,0.6857142857142857,0.3142857142857142,0.3142857142857142,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,1.4285714285714286,0,0,0,savaux_paper
0_0_0_10_14_32,-22.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,0.8857142857142857,0.8857142857142857,0.02857142857142858,0.11428571428571432,0.11428571428571432,0.08571428571428574,0.08571428571428574,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.4857142857142857,164.77142857142857,0,0,0,savaux_paper
0_0_0_10_14_32,-22.0,2,1,2,33,35,0.6,0.08571428571428572,0.08571428571428572,0.0,0.0,0.5142857142857142,0.6,0.6,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-22.0,3,2,3,33,35,0.6571428571428571,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_32,-22.0,4,3,4,33,35,0.5142857142857142,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.48571428571428565,0.48571428571428565,0.48571428571428565,0.0,0.0,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_32,-22.0,5,4,5,33,35,0.5428571428571428,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.0,0.48571428571428565,0.48571428571428565,0.5428571428571428,0.0,0.05714285714285714,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,3,2048,10,1,3,3,2.300364739729833,2.300364739729833,1,0,1.0,1.0571428571428572,2,2,0,savaux_codec
0_0_0_10_14_32,-22.0,6,5,6,33,35,0.5428571428571428,0.08571428571428572,0.05714285714285714,0.0,0.0,0.48571428571428565,0.5428571428571428,0.5428571428571428,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-22.0,7,6,7,33,35,0.6,0.02857142857142857,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0,0,1,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,current_selected
0_0_0_10_14_32,-23.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,1.0,1.0,0.02857142857142858,0.0,0.0,-0.02857142857142858,-0.02857142857142858,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.4,219.6,0,0,0,multi_offset_argmax
0_0_0_10_14_32,-23.0,2,1,2,33,35,0.8,0.34285714285714286,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.6285714285714286,0.7714285714285715,0.7714285714285715,0.14285714285714285,0.14285714285714285,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-23.0,3,2,3,33,35,0.8,0.34285714285714286,0.05714285714285714,0.05714285714285714,0.0,0.7428571428571429,0.7428571428571429,0.8,0.0,0.05714285714285714,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,2,2048,1,1,2,2,-3.251969612279476,-3.251969612279476,1,0,1.0,1.2285714285714286,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,4,3,4,33,35,0.6571428571428571,0.2857142857142857,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.5428571428571428,0.6,0.6,0.05714285714285714,0.05714285714285714,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-23.0,5,4,5,33,35,0.8285714285714286,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.0,0.6857142857142857,0.7714285714285715,0.8285714285714286,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,8,2,0,5,3.832679637548848,1.9019085942982832,1,0,1.0,1.1428571428571428,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,6,5,6,33,35,0.6,0.2571428571428571,0.14285714285714285,0.05714285714285714,0.0,0.45714285714285713,0.5428571428571428,0.6,0.08571428571428572,0.14285714285714285,0.05714285714285714,0,0,0,0,1,1,beam,savaux_codec,1,0,2048,16,2,0,36,3.36223457462932,3.36223457462932,1,0,1.0,1.6857142857142857,2,2,0,savaux_codec
0_0_0_10_14_32,-23.0,7,6,7,33,35,0.7142857142857143,0.17142857142857143,0.08571428571428572,0.0,0.0,0.6285714285714286,0.7142857142857143,0.7142857142857143,0.08571428571428572,0.08571428571428572,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-24.0,0,0,0,33,35,1.0,0.9714285714285714,0.9714285714285714,1.0,1.0,0.02857142857142858,0.0,0.0,-0.02857142857142858,-0.02857142857142858,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,0.34285714285714286,275.0,0,0,0,multi_offset_argmax
0_0_0_10_14_32,-24.0,2,1,2,33,35,0.8857142857142857,0.5714285714285714,0.3142857142857143,0.02857142857142857,0.02857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0,0,0,1,1,1,savaux_hard_crc_preserved,savaux_hard_crc_preserved,1,-1,0,0,0,-1,-1,0.0,0.0,0,1,0.0,0.0,0,0,0,savaux_paper
0_0_0_10_14_32,-24.0,3,2,3,33,35,0.9142857142857143,0.42857142857142855,0.2,0.11428571428571428,0.11428571428571428,0.7142857142857142,0.7999999999999999,0.7999999999999999,0.08571428571428573,0.08571428571428573,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,2.257142857142857,0,0,0,savaux_paper
0_0_0_10_14_32,-24.0,4,3,4,33,35,0.8,0.37142857142857144,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.5428571428571429,0.6571428571428573,0.6571428571428573,0.11428571428571427,0.11428571428571427,0.0,0,0,0,0,0,1,argmax_fallback,savaux_codec,0,-1,2048,0,0,-1,-1,0.0,0.0,0,1,1.0,2.257142857142857,0,0,0,savaux_paper
