dataset,method,baseline,metric,method_threshold_snr_db,baseline_threshold_snr_db,gain_db,status
0_0_0_10_14_32,multi_offset_argmax,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,multi_offset_argmax,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_32,current_selected,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,current_selected,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,current_selected,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_32,current_selected,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,current_selected,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,current_selected,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,current_selected,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,current_selected,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,current_selected,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,savaux_paper,current_selected,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,multi_offset_argmax,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_8,multi_offset_argmax,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_8,multi_offset_argmax,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_8,multi_offset_argmax,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,multi_offset_argmax,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,current_selected,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_8,current_selected,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_8,current_selected,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_8,current_selected,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,current_selected,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,current_selected,SER<=10%,-23.548387096774192,-22.22222222222222,1.3261648745519707,ok
0_0_0_10_14_8,savaux_paper,current_selected,accuracy>=90%,-23.548387096774192,-22.22222222222222,1.3261648745519707,ok
0_0_0_10_14_8,savaux_paper,current_selected,CRC/PRR>=90%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,current_selected,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,savaux_paper,current_selected,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,multi_offset_argmax,traditional_fft,SER<=10%,,,,missing_threshold
mean_of_datasets,multi_offset_argmax,traditional_fft,accuracy>=90%,,,,missing_threshold
mean_of_datasets,multi_offset_argmax,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
mean_of_datasets,multi_offset_argmax,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,multi_offset_argmax,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,current_selected,traditional_fft,SER<=10%,,,,missing_threshold
mean_of_datasets,current_selected,traditional_fft,accuracy>=90%,,,,missing_threshold
mean_of_datasets,current_selected,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
mean_of_datasets,current_selected,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,current_selected,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,savaux_paper,traditional_fft,SER<=10%,,,,missing_threshold
mean_of_datasets,savaux_paper,traditional_fft,accuracy>=90%,,,,missing_threshold
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=90%,,,,missing_threshold
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,savaux_paper,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,savaux_paper,current_selected,SER<=10%,,,,missing_threshold
mean_of_datasets,savaux_paper,current_selected,accuracy>=90%,,,,missing_threshold
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=90%,,,,missing_threshold
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,savaux_paper,current_selected,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,current_selected,SER<=10%,-24.052083333333332,-22.544117647058822,1.5079656862745097,ok
0_0_0_10_14_16,savaux_codec,current_selected,accuracy>=90%,-24.052083333333332,-22.544117647058822,1.5079656862745097,ok
0_0_0_10_14_16,savaux_codec,current_selected,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,current_selected,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,savaux_paper,SER<=10%,-24.052083333333332,-23.704545454545453,0.3475378787878789,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,accuracy>=90%,-24.052083333333332,-23.704545454545453,0.3475378787878789,ok
0_0_0_10_14_16,savaux_codec,savaux_paper,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_16,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.25,-22.3,1.9499999999999993,ok
0_0_0_10_14_32,savaux_codec,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,current_selected,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,current_selected,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,current_selected,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,current_selected,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,savaux_paper,SER<=10%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,savaux_paper,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,savaux_paper,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_32,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.5,-22.75,1.75,ok
0_0_0_10_14_8,savaux_codec,traditional_fft,SER<=10%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,traditional_fft,accuracy>=90%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,current_selected,SER<=10%,-23.694444444444443,-22.22222222222222,1.4722222222222214,ok
0_0_0_10_14_8,savaux_codec,current_selected,accuracy>=90%,-23.694444444444443,-22.22222222222222,1.4722222222222214,ok
0_0_0_10_14_8,savaux_codec,current_selected,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,current_selected,CRC/PRR>=50%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,savaux_paper,SER<=10%,-23.694444444444443,-23.548387096774192,0.1460573476702507,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,accuracy>=90%,-23.694444444444443,-23.548387096774192,0.1460573476702507,ok
0_0_0_10_14_8,savaux_codec,savaux_paper,CRC/PRR>=80%,,,,missing_threshold
0_0_0_10_14_8,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.0,-23.0,1.0,ok
mean_of_datasets,savaux_codec,traditional_fft,SER<=10%,,,,missing_threshold
mean_of_datasets,savaux_codec,traditional_fft,accuracy>=90%,,,,missing_threshold
mean_of_datasets,savaux_codec,traditional_fft,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,savaux_codec,traditional_fft,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,savaux_codec,current_selected,SER<=10%,,,,missing_threshold
mean_of_datasets,savaux_codec,current_selected,accuracy>=90%,,,,missing_threshold
mean_of_datasets,savaux_codec,current_selected,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,savaux_codec,current_selected,CRC/PRR>=50%,,,,missing_threshold
mean_of_datasets,savaux_codec,savaux_paper,SER<=10%,-23.37268875192604,-23.050640634533252,0.3220481173927894,ok
mean_of_datasets,savaux_codec,savaux_paper,accuracy>=90%,-23.37268875192604,-23.050640634533252,0.3220481173927894,ok
mean_of_datasets,savaux_codec,savaux_paper,CRC/PRR>=80%,,,,missing_threshold
mean_of_datasets,savaux_codec,savaux_paper,CRC/PRR>=50%,-24.275229357798164,-22.536321483771253,1.7389078740269106,ok
